occupation_id,occupation_preferred_label,occupation_hidden_labels,occupation_description,isco_group_concept_type,isco_group_code,isco_preferred_label,isco_group_description,occupation_skill_relation_type,occupation_skill_skill_type,training_description,training_is_online,training_name,training_is_required,training_is_to_acquire
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2320,Vocational education teachers,"Vocational education teachers teach or instruct vocational or occupational subjects in adult and further education institutions and to senior students in secondary schools and colleges. They prepare students for employment in specific occupations or occupational areas for which university or higher education is not normally required.
Tasks include -
(a)  developing curricula and planning course content and methods of instruction;
(b)  determining training needs of students or workers and liaising with individuals, industry and other education sectors to ensure provision of relevant education and training programmes;
(c)  presenting lectures and conducting discussions to increase students",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,233,Secondary education teachers,"Secondary education teachers teach one or more subjects at secondary education level, excluding subjects intended to prepare students for employment in specific occupational areas.
Tasks performed usually include: designing and modifying curricula and preparing educational courses of study in accordance with curriculum guidelines; establishing and enforcing rules for behaviour and procedures for maintaining order among students; preparing and giving lessons, discussions, and demonstrations in one or more subjects; establishing clear objectives for all lessons, units and projects and communicating those objectives to students; preparing materials and classrooms for class activities; adapting teaching methods and instructional materials to meet students",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2330,Secondary education teachers,"Secondary education teachers teach one or more subjects at secondary education level, excluding subjects intended to prepare students for employment in specific occupational areas.
Tasks include -
(a)  designing and modifying curricula and preparing educational courses of study in accordance with curriculum guidelines;
(b)  establishing and enforcing rules for behaviour and procedures for maintaining order among students;
(c)  preparing and giving lessons, discussions, and demonstrations in one or more subjects; 
(d)  establishing clear objectives for all lessons, units, and projects and communicating those objectives to students;
(e)  preparing materials and classrooms for class activities;
(f)  adapting teaching methods and instructional materials to meet students",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,234,Primary school and early childhood teachers,"Primary school and early childhood teachers teach a range of subjects at the primary level of education and organize educational activities for children below primary school age.
Tasks performed usually include: preparing programmes of learning and giving instruction in a range of subjects at the primary education level, planning and organizing activities designed to facilitate children",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2341,Primary school teachers,"Primary school teachers teach a range of subjects at the primary education level.
Tasks include -
(a)  preparing daily and longer term lesson plans in accordance with curriculum guidelines;
(b)  instructing children individually and in groups, using various teaching methods and materials (e.g. computers, books, games), adapting to children",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2342,Early childhood educators,"Early childhood educators promote the social, physical, and intellectual development of children below primary school age through the provision of educational and play activities.
Tasks include -
(a)  planning and organizing individual and group activities designed to facilitate the development of children",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,235,Other teaching professionals,"Other teaching professionals conduct research and advise on teaching methods; teach people with learning difficulties or special needs; teach non-native languages for migration and related purposes; give private tuition; teach arts, information technology and other subjects outside the mainstream primary, secondary and higher education systems; and provide other teaching services not classified elsewhere in Sub-major Group 23: Teaching Professionals.
Tasks performed usually include: conducting research and developing or advising on teaching methods, courses and aids; teaching physically handicapped children, young persons or adults or those with learning difficulties or other with special needs, teaching non-native languages for migration purposes; teaching students in practice, theory and performance of music, drama, dance, visual and other arts; developing, scheduling and conducting training programmes and courses for information technology users.
Occupations in this minor group are classified into the following unit groups:
2351 Education Methods Specialists
2352 Special Needs Teachers
2353 Other Language Teachers
2354 Other Music Teachers 
2355 Other Arts Teachers
2356 Information Technology Trainers
2359 Teaching Professionals Not Elsewhere Classified
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2351,Education methods specialists,"Education methods specialists conduct research and develop or advise on teaching methods, courses and aids. They review and examine teachers",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2352,Special needs teachers,"Special needs teachers teach physically or mentally handicapped children, young persons or adults, or those with learning difficulties or other special needs. They promote the social, emotional, intellectual and physical development of their students.
Tasks include -
(a)  assessing students",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2353,Other language teachers,"Other language teachers teach non-native languages to adults and children who are learning a language for reasons of migration, to fulfil employment requirements or opportunities, to facilitate participation in educational programmes delivered in a foreign language, or for personal enrichment. They work outside the mainstream primary, secondary and higher education systems, or in support of students and teachers within those systems.
Tasks include -
(a)  assessing the level of ability and the extent of language difficulties of students,  and establishing students",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2354,Other music teachers,"Other music teachers teach students in the practice, theory and performance of music outside the mainstream primary, secondary and higher education systems, but may provide private or small group tuition as an extracurricular activity in association with mainstream educational institutions.
Tasks include -
(a)  assessing the students",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2355,Other arts teachers,"Other arts teachers teach students in the practice, theory and performance of dance, drama, visual and other arts (excluding music) outside the mainstream primary, secondary and higher education systems, but may provide private or small group tuition as an extracurricular activity in association with mainstream educational institutions
Tasks include -
(a)  assessing the students",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2356,Information technology trainers,"Information technology trainers develop, schedule and conduct training programmes and courses for computer and other information technology users outside the mainstream primary, secondary and higher education systems.
Tasks include -
(a)  identifying the information technology training needs and requirements of individual users and organizations; 
(b)  preparing and developing instructional training material and aids such as handbooks, visual aids, online tutorials, demonstration models and supporting training reference documentation; 
(c)  designing, coordinating, scheduling and conducting training and development programmes that can be delivered in the form of individual and group instruction, and facilitating workshop meetings, demonstrations and conferences;
(d)  monitoring and performing ongoing evaluation and assessment of training quality and effectiveness, and reviewing and modifying training objectives, methods and course deliverables; 
(e)  gathering, investigating and researching background materials to gain a full understanding of the subject matter and systems;
(f)  keeping up to date with new product version releases, advances in software and general information technology trends, writing end user products and materials such as user training, tutorial and instruction manuals, online help, and operating and maintenance instructions.
Examples of the occupations classified here:
-  Computer trainer
-  Software trainer
Some related occupations classified elsewhere:
-  University lecturer - 2310
-  Vocational education teacher - 2320
-  Secondary school teacher - 2330
-  Primary school teacher - 2341
-  Staff development officer - 2424
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2359,Teaching professionals not elsewhere classified,"This unit group covers teaching professionals not classified elsewhere in Sub-major Group 23: Teaching Professionals. For instance, the group includes those who provide private tuition in subjects other than foreign languages and the arts, and those who provide educational counselling to students.
In such cases tasks performed would include -
(a)  assessing students",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,24,Business and administration professionals,"Business and administration professionals perform analytical, conceptual and practical tasks to provide services in financial matters, human resource development, public relations, marketing and sales in the technical, medical, information and communications technology areas; and conduct reviews of organizational structures, methods and systems as well as quantitative analyses of information affecting investment programmes. Competent performance in most occupations in this sub-major group requires skills at the fourth ISCO skill level.
Tasks performed by workers in this sub-major group usually include: collecting, analysing and interpreting information on the financial viability, cost structures and trading effectiveness of organizations; conducting audits, preparing financial statements and controlling treasury systems for organizations; developing and reviewing financial plans and strategies, executing buy and sell orders, and negotiating the purchase and sale of commodities; developing, implementing and evaluating staff recruitment, training and development programmes; researching, developing and implementing marketing and public relations campaigns; studying and developing methods and policies to improve and promote government and business operations and effectiveness; acquiring and updating knowledge of employers",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,241,Finance professionals,"Finance professionals plan, develop, organize, administer, invest, manage and conduct quantitative analyses of either financial accounting systems or funds for individuals, establishments and public or private institutions.
Tasks performed usually include: preparing and organizing financial statements for an organization; reviewing financial materials of an organization; providing financial advice to individuals and organizations; preparing analytic reports concerning segments of the economy and the economy as a whole.
Occupations in this minor group are classified into the following unit groups:
2411 Accountants
2412 Financial and Investment Advisers
2413 Financial Analysts
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2411,Accountants,"Accountants plan, organize and administer accounting systems for individuals and establishments. Some occupations classified here examine and analyse the accounting and financial records of individuals and establishments to ensure accuracy and compliance with established accounting standards and procedures.
Tasks include -
(a)  advising on, planning and installing budgetary, accounts controlling and other accounting policies and systems;
(b)  preparing and certifying financial statements for presentation to management, shareholders and statutory or other bodies;
(c)  preparing tax returns, advising on taxation problems and contesting disputed claims before tax officials;
(d)  preparing or reporting on profit forecasts and budgets;
(e)  conducting financial investigations in such matters as suspected fraud, insolvency and bankruptcy;
(f)  auditing accounts and bookkeeping records;
(g)  conducting investigations and advising management on financial aspects of productivity, stockholdings, sales, new products, etc.;
(h)  devising and controlling systems to determine unit cost of products and services.
Examples of the occupations classified here: 
-  Accountant
-  Auditor
-  Certified accountant 
-  Chartered accountant
-  Financial controller
-  Insolvency trustee
-  Management accountant
-  Tax accountant
Some related occupations classified elsewhere:
-  Finance manager - 1211
-  Accounting assistant - 3313
-  Bookkeeper - 3313
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2412,Financial and investment advisers,"Financial and investment advisers develop financial plans for individuals and organizations, and invest and manage funds on their behalf.
Tasks include -
(a)  building and maintaining a client base;
(b)  interviewing clients to determine financial status and objectives, risk tolerance and other information needed to develop financial plans and investment strategies;
(c)  setting financial objectives, and developing and implementing strategies for achieving them;
(d)  arranging to buy and sell stocks and bonds for clients;
(e)  monitoring investment performance, and reviewing and revising investment plans based on modified needs and changes in markets;
(f)  recommending and arranging insurance cover for clients.
Examples of the occupations classified here:
-  Estate planner
-  Financial planner
-  Investment adviser
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2413,Financial analysts,"Financial analysts conduct quantitative analyses of information affecting investment programmes of public or private institutions.
Tasks include -
(a)  analysing financial information to produce forecasts of business, industry and economic conditions for use in making investment decisions;
(b)  maintaining knowledge and staying abreast of developments in the fields of industrial technology, business, finance and economic theory;
(c)  interpreting data affecting investment programmes such as price, yield, stability, future trends in investment risks and economic influences;
(d)  monitoring economic, industrial and corporate developments through analysis of information obtained from financial publications and services, investment banking firms, government agencies, trade publications, company sources and personal interviews;
(e)  recommending investments and investment timing to companies, investment firm staff or the investing public;
(f)  determining the prices at which securities should be syndicated and offered to the public;
(g)  preparing plans of action for investment based on financial analyses;
(h)  evaluating and comparing the relative quality of various securities in a given industry;
(i)  presenting oral and written reports on general economic trends, individual corporations and entire industries.
Examples of the occupations classified here:
-  Bond analyst
-  Investment analyst
-  Securities consultant
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,242,Administration professionals,"Administration professionals apply various concepts and theories related to improving the effectiveness of organizations and the individuals within the organization.
Tasks performed usually include:  evaluating the structure of organizations and suggesting areas of improvement; ensuring that the operational activities of an organization are consistent with the policy objectives of the organization; recruiting, training, developing and counselling personnel within an organization.
Occupations in this minor group are classified into the following unit groups:
2421 Management and Organization Analysts
2422 Policy Administration Professionals
2423 Personnel and Careers Professionals
2424 Training and Staff Development Professionals
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2421,Management and organisation analysts,"Management and organization analysts assist organizations to achieve greater efficiency and solve organizational problems. They study organizational structures, methods, systems and procedures.
Tasks include -
(a)  assisting and encouraging the development of objectives, strategies and plans aimed at achieving customer satisfaction and the efficient use of organizations",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2422,Policy administration professionals,"Policy administration professionals develop and analyse policies guiding the design, implementation and modification of government and commercial operations and programmes.
Tasks include - 
 (a)  liaising and consulting with programme administrators and other interested parties to identify policy needs; 
(b)  reviewing existing policies and legislation to identify anomalies and out-of-date provisions;
 (c)  researching social, economic and industrial trends, and client expectations of programmes and services provided;
(d)  formulating and analysing policy options, preparing briefing papers and recommendations for policy changes and advising on preferred options; 
(e)  assessing impacts, financial implications, interactions with other programmes and political and administrative feasibility of policies;
(f)  conducting threat and risk assessments and developing responses; 
(g)  reviewing operations and programmes to ensure consistency with policies of the organization.
Examples of the occupations classified here:
- Intelligence officer
- Policy analyst
- Political adviser
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2423,Personnel and careers professionals,"Personnel and careers professionals provide professional business services related to personnel policies such as employee recruitment or development, occupational analysis and vocational guidance.
Tasks include - 
 (a)  advising on and performing personnel functions relating to employee recruitment, placement, training, promotion, compensation and employee-management relations or other areas of personnel policy;
(b)  studying and analysing jobs performed in an establishment by various means, including interviews with workers, supervisors and management, and writing detailed position, job or occupation descriptions from information obtained;
(c)  preparing occupational information or working on occupational classification systems;
(d)  advising and working on the foregoing and other aspects of job and occupational  analysis in such fields as personnel administration, workforce research and planning, training or occupational information and vocational guidance;
(e)  studying and advising individuals on employment opportunities, career choices and further education or training that may be desirable.
Examples of the occupations classified here:
- Careers adviser
- Human resource expert
- Job analyst
- Outplacement expert
- Occupational analyst
- Personnel specialist
- Recruitment officer
- Vocational guidance counsellor
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2424,Training and staff development professionals,"Training and staff development professionals plan, develop, implement and evaluate training and development programmes to ensure management and staff acquire the skills and develop the competencies required by organizations to meet organizational objectives.
Tasks include - 
(a)  identifying training needs and requirements of individuals and organizations; 
(b)  setting human resource development objectives and evaluating learning outcomes; 
(c)  preparing and developing instructional training material and aids such as handbooks, visual aids, online tutorials, demonstration models and supporting training reference documentation;
(d)  designing, coordinating, scheduling and conducting training and development programmes that can be delivered in the form of individual and group instruction, and facilitating workshops, meetings, demonstrations and conferences;
(e)  liaising with external training providers to arrange delivery of specific training and development programmes; 
(f)  promoting internal and external training and development, and evaluating these promotional activities;
(g)  monitoring and performing ongoing evaluation and assessment of internal and external training quality and effectiveness, and reviewing and modifying training objectives, methods and course deliverables;
(h)  gathering, investigating and researching background materials to gain an understanding of various subject matters and systems.
Examples of the occupations classified here:
- Staff development officer
- Training officer 
- Workforce development specialist
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,243,"Sales, marketing and public relations professionals","Sales, marketing and public relations professionals plan, develop, coordinate and implement programmes of information dissemination to promote organizations, goods and services; and represent companies in selling a range of technical, industrial, medical, pharmaceutical and ICT goods and services.
Tasks performed usually include: commissioning and undertaking market research, analysing the findings and planning advertising, marketing and public relations activities; supporting business growth and development through the preparation and execution of marketing objectives, policies and programmes; planning and organizing publicity campaigns; appraising and selecting material submitted by writers, photographers, illustrators and others to create favourable publicity; acquiring and updating knowledge of employers",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2431,Advertising and marketing professionals,"Advertising and marketing professionals develop and coordinate advertising strategies and campaigns, determine the market for new goods and services, and identify and develop market opportunities for new and existing goods and services.
Tasks include -
(a)  planning, developing and organizing advertising policies and campaigns to support sales objectives;
(b)  advising managers and clients on strategies and campaigns to reach target markets, creating consumer awareness and effectively promoting the attributes of goods and services; 
(c)  writing advertising copy and media scripts, and arranging television and film production and media placement;
(d)  collecting and analysing data regarding consumer patterns and preferences; 
(e)  interpreting and predicting current and future consumer trends;
(f)  researching potential demand and market characteristics for new goods and services; 
(g)  supporting business growth and development through the preparation and execution of marketing objectives, policies and programmes;
(h)  commissioning and undertaking market research to identify market opportunities for new and existing goods and services; 
(i)  advising on all elements of marketing such as product mix, pricing, advertising and sales promotion, selling and distribution channels.
Examples of the occupations classified here:
- Advertising specialist 
- Marketing specialist
- Market research analyst
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2432,Public relations professionals,"Public relations professionals plan, develop, implement and evaluate information and communication strategies that create an understanding and a favourable view of businesses and other organizations, their goods and services, and their role in the community.
Tasks include -
(a)  planning and organizing publicity campaigns and communication strategies; 
(b)  advising executives on the public relations implications of their policies, programmes and practices, and preparing and controlling the issue of news and press releases; 
(c)  undertaking and commissioning public opinion research, analysing the findings and planning public relations and promotional campaigns; 
(d)  organizing special events, seminars, entertainment, competitions and social functions to promote goodwill and favourable publicity; 
(e)  representing organizations and arranging interviews with publicity media; 
(f)  attending business, social and other functions to promote the organization; 
(g)  commissioning and obtaining photographs and other illustrative material; 
(h)  selecting, appraising and revising material submitted by publicity writers, photographers, illustrators and others to create favourable publicity.
Examples of the occupations classified here:
- Publicity agent
- Public relations copy writer 
- Public relations officer
- Press liaison officer
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2433,Technical and medical sales professionals (excluding ICT),"Technical and medical sales professionals (excluding ICT) represent companies in selling a range of industrial, medical and pharmaceutical goods and services to industrial, business, professional and other establishments.
Tasks include - 
(a)  compiling lists of prospective client businesses by using directories and other sources; 
(b)  acquiring and updating knowledge of employers",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2434,Information and communications technology sales professionals,"Information and communications technology (ICT) sales professionals sell, at the wholesale level, a range of computer hardware, software and other information and communications technology goods and services including installations, and provide specialized information as required.
Tasks include -
(a)  soliciting orders and selling goods to retail, industrial, wholesale and other establishments;
(b)  selling technical equipment, supplies and related services to business establishments or individuals;
(c)  discussing the needs of new and existing customers and providing specialized information about how particular equipment, supplies and services meet those needs;
(d)  quoting and negotiating prices and credit terms, and completing contracts and recording orders;
(e)  updating customer records and preparing sales reports;
(f)  arranging delivery of goods, installation of equipment and the provision of services;
(g)  reporting customers",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,25,Information and communications technology professionals,"Information and communications technology professionals conduct research; plan, design, write, test, provide advice and improve information technology systems, hardware, software and related concepts for specific applications; develop associated documentation including principles, policies and procedures; and design, develop, control, maintain and support databases and other information systems to ensure optimal performance and data integrity and security.
Tasks performed by workers in this sub-major group usually include: researching information technology use in business functions; identifying areas for improvement and researching the theoretical aspects and operational methods for the use of computers; evaluating, planning and designing hardware or software configurations for specific applications including for Internet, Intranet and multimedia systems; designing, writing, testing and maintaining computer programs; designing and developing database architecture and database management systems; developing and implementing security plans and data administration policy, and administering computer networks and related computing environments; analysing, developing, interpreting and evaluating complex system design and architecture specifications, data models and diagrams in the development, configuration and integration of computer systems.
Occupations in this sub-major group are classified into the following minor groups:
251 Software and Applications Developers and Analysts
252 Database and Network Professionals
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,251,Software and applications developers and analysts,"Software and applications developers and analysts conduct research; plan, design, write, test, provide advice on and improve information technology systems such as hardware, software and other applications to meet specific requirements. Competent performance in most occupations in this sub-major group requires skills at the fourth ISCO skill level.
Tasks performed usually include: researching information technology use in business functions and identifying areas in which improvements could be made to maximize effectiveness and efficiency;  conducting research into the theoretical aspects of and operational methods for the use of computers; evaluating, planning and designing hardware or software configurations for specific applications; designing, writing, testing and maintaining computer programs for specific requirements; evaluating, planning and designing Internet, Intranet and multimedia systems.
Occupations in this minor group are classified into the following unit groups:
2511 Systems Analysts 
2512 Software Developers
2513 Web and Multimedia Developers 
2514 Applications Programmers
2519 Software and Applications Developers and Analysts Not Elsewhere Classified
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2511,Systems analysts,"Systems analysts conduct research, analyse and evaluate client information technology requirements, procedures or problems, and develop and implement proposals, recommendations, and plans to improve current or future information systems.
Tasks include -
(a)  consulting with users to formulate document requirements and with management to ensure agreement on systems principles;
(b)  identifying and analysing business processes, procedures and work practices;
(c)  identifying and evaluating inefficiencies and recommending optimal business practices and system functionality and behaviour;
(d)  taking responsibility for deploying functional solutions, such as creating, adopting and implementing system test plans;
(e)  developing functional specifications for use by systems developers;
(f)  expanding or modifying systems to improve workflow or serve new purposes;
(g)  coordinating and linking the computer systems within an organization to increase compatibility.
Examples of the occupations classified here: 
- Business analyst (IT)
- Computer scientist
- Information systems analyst
- Systems consultant
- Systems designer (IT)
Some related occupations classified elsewhere:
-  Systems administrator (computers) - 2522
-  Communications analyst (computers) - 2523
-  Network analyst - 2523
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
2,secretary of state,"","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",ISCOGroup,2512,Software developers,"Software developers research, analyse and evaluate requirements for existing or new software applications and operating systems, and design, develop, test and maintain software solutions to meet these requirements.
Tasks include -
(a)  researching, analysing and evaluating requirements for software applications and operating systems;
(b)  researching, designing and developing computer software systems;
(c)  consulting with engineering staff to evaluate interfaces between hardware and software;
(d)  developing and directing software testing and validation procedures;
(e)  modifying existing software to correct errors, to adapt it to new hardware or to upgrade interfaces and improve performance;
(f)  directing software programming and development of documentation;
(g)  assessing, developing, upgrading and documenting maintenance procedures for operating systems, communications environments and applications software;
(h)  consulting with customers concerning maintenance of software systems.
Examples of the occupations classified here:
- Programmer analyst
- Software designer 
- Software developer
- Software engineer
Some related occupations classified elsewhere:
- Applications programmers - 2514
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
